"city","host_id","total_listings_per_host","total_listings_per_city","market_share_per_host","hhi_calculation","hhi_index","host_rank","conc_ratio_1","conc_ratio_4","conc_ratio_10"
London,20001519,61,61173,0.0997171954947444,0.009943519077337074,2.5543567046625992,34,0.7568698608863388,1.4189266506465272,2.4978340117372047
London,57989340,60,61173,0.09808248737187975,0.00962017432905495,2.5543567046625992,35,0.7568698608863388,1.4189266506465272,2.4978340117372047
London,452011269,60,61173,0.09808248737187975,0.00962017432905495,2.5543567046625992,36,0.7568698608863388,1.4189266506465272,2.4978340117372047
London,30253178,60,61173,0.09808248737187975,0.00962017432905495,2.5543567046625992,37,0.7568698608863388,1.4189266506465272,2.4978340117372047
London,10370524,59,61173,0.09644777924901508,0.009302174122066744,2.5543567046625992,38,0.7568698608863388,1.4189266506465272,2.4978340117372047
London,224967268,59,61173,0.09644777924901508,0.009302174122066744,2.5543567046625992,39,0.7568698608863388,1.4189266506465272,2.4978340117372047
London,477187787,59,61173,0.09644777924901508,0.009302174122066744,2.5543567046625992,40,0.7568698608863388,1.4189266506465272,2.4978340117372047
London,483137877,58,61173,0.09481307112615042,0.008989518456372459,2.5543567046625992,41,0.7568698608863388,1.4189266506465272,2.4978340117372047
London,308663759,57,61173,0.09317836300328576,0.008682207331972093,2.5543567046625992,42,0.7568698608863388,1.4189266506465272,2.4978340117372047
London,444801189,57,61173,0.09317836300328576,0.008682207331972093,2.5543567046625992,43,0.7568698608863388,1.4189266506465272,2.4978340117372047
London,79435358,56,61173,0.0915436548804211,0.008380240748865645,2.5543567046625992,44,0.7568698608863388,1.4189266506465272,2.4978340117372047
London,529189406,55,61173,0.08990894675755644,0.008083618707053118,2.5543567046625992,45,0.7568698608863388,1.4189266506465272,2.4978340117372047
London,49472260,55,61173,0.08990894675755644,0.008083618707053118,2.5543567046625992,46,0.7568698608863388,1.4189266506465272,2.4978340117372047
London,660025271,55,61173,0.08990894675755644,0.008083618707053118,2.5543567046625992,47,0.7568698608863388,1.4189266506465272,2.4978340117372047
London,47609036,55,61173,0.08990894675755644,0.008083618707053118,2.5543567046625992,48,0.7568698608863388,1.4189266506465272,2.4978340117372047
London,339183324,54,61173,0.08827423863469178,0.00779234120653451,2.5543567046625992,49,0.7568698608863388,1.4189266506465272,2.4978340117372047
London,657400389,53,61173,0.08663953051182711,0.007506408247309822,2.5543567046625992,50,0.7568698608863388,1.4189266506465272,2.4978340117372047
New York,446820235,295,19583,1.5064086197211868,2.269266929570291,12.437199488203632,1,1.5064086197211868,4.779655823928918,8.400142981157126
New York,51501835,259,19583,1.3225757034162284,1.7492064912669314,12.437199488203632,2,1.5064086197211868,4.779655823928918,8.400142981157126
New York,162280872,200,19583,1.021293979471991,1.0430413925057358,12.437199488203632,3,1.5064086197211868,4.779655823928918,8.400142981157126
New York,35491667,182,19583,0.9293775213195118,0.8637425771339996,12.437199488203632,4,1.5064086197211868,4.779655823928918,8.400142981157126
New York,61391963,144,19583,0.7353316652198335,0.5407126578749734,12.437199488203632,5,1.5064086197211868,4.779655823928918,8.400142981157126
New York,22541573,142,19583,0.7251187254251136,0.5257971659621412,12.437199488203632,6,1.5064086197211868,4.779655823928918,8.400142981157126
New York,137358866,132,19583,0.674054026451514,0.45434883057549835,12.437199488203632,7,1.5064086197211868,4.779655823928918,8.400142981157126
New York,501999278,120,19583,0.6127763876831946,0.37549490130206487,12.437199488203632,8,1.5064086197211868,4.779655823928918,8.400142981157126
New York,424296351,88,19583,0.44936935096767605,0.20193281358911042,12.437199488203632,9,1.5064086197211868,4.779655823928918,8.400142981157126
New York,120762452,83,19583,0.4238370014808763,0.1796378038243003,12.437199488203632,10,1.5064086197211868,4.779655823928918,8.400142981157126
New York,2867137,82,19583,0.4187305315835163,0.17533525808021413,12.437199488203632,11,1.5064086197211868,4.779655823928918,8.400142981157126
New York,27181542,81,19583,0.41362406168615634,0.17108486440575327,12.437199488203632,12,1.5064086197211868,4.779655823928918,8.400142981157126
New York,17775359,77,19583,0.39319818209671653,0.15460481040416266,12.437199488203632,13,1.5064086197211868,4.779655823928918,8.400142981157126
New York,107434423,76,19583,0.38809171219935656,0.1506151770778282,12.437199488203632,14,1.5064086197211868,4.779655823928918,8.400142981157126
New York,401202937,70,19583,0.3574528928151969,0.12777257058195263,12.437199488203632,15,1.5064086197211868,4.779655823928918,8.400142981157126
New York,23772724,70,19583,0.3574528928151969,0.12777257058195263,12.437199488203632,16,1.5064086197211868,4.779655823928918,8.400142981157126
New York,30283594,68,19583,0.34723995302047694,0.12057558497366304,12.437199488203632,17,1.5064086197211868,4.779655823928918,8.400142981157126
New York,472603377,63,19583,0.32170760353367717,0.10349578217138161,12.437199488203632,18,1.5064086197211868,4.779655823928918,8.400142981157126
New York,709196360,61,19583,0.31149466373895723,0.09702892553784603,12.437199488203632,19,1.5064086197211868,4.779655823928918,8.400142981157126
New York,749588964,58,19583,0.2961752540468774,0.08771978110973236,12.437199488203632,20,1.5064086197211868,4.779655823928918,8.400142981157126
New York,113723310,57,19583,0.2910687841495174,0.08472103710627836,12.437199488203632,21,1.5064086197211868,4.779655823928918,8.400142981157126
New York,9293730,51,19583,0.26042996476535774,0.06782376654768547,12.437199488203632,22,1.5064086197211868,4.779655823928918,8.400142981157126
New York,51548122,49,19583,0.2502170249706378,0.06260855958515678,12.437199488203632,23,1.5064086197211868,4.779655823928918,8.400142981157126
New York,3223938,47,19583,0.2400040851759179,0.057601960901129255,12.437199488203632,29,1.5064086197211868,4.779655823928918,8.400142981157126
New York,502657573,47,19583,0.2400040851759179,0.057601960901129255,12.437199488203632,28,1.5064086197211868,4.779655823928918,8.400142981157126
New York,25138314,47,19583,0.2400040851759179,0.057601960901129255,12.437199488203632,27,1.5064086197211868,4.779655823928918,8.400142981157126
New York,200239515,47,19583,0.2400040851759179,0.057601960901129255,12.437199488203632,26,1.5064086197211868,4.779655823928918,8.400142981157126
New York,384532776,47,19583,0.2400040851759179,0.057601960901129255,12.437199488203632,25,1.5064086197211868,4.779655823928918,8.400142981157126
New York,348619646,47,19583,0.2400040851759179,0.057601960901129255,12.437199488203632,24,1.5064086197211868,4.779655823928918,8.400142981157126
New York,701076945,46,19583,0.23489761527855793,0.05517688966355341,12.437199488203632,30,1.5064086197211868,4.779655823928918,8.400142981157126
New York,19303369,43,19583,0.21957820558647806,0.04821458836857762,12.437199488203632,31,1.5064086197211868,4.779655823928918,8.400142981157126
New York,488616033,41,19583,0.20936526579175815,0.043833814520053534,12.437199488203632,32,1.5064086197211868,4.779655823928918,8.400142981157126
New York,109536360,41,19583,0.20936526579175815,0.043833814520053534,12.437199488203632,33,1.5064086197211868,4.779655823928918,8.400142981157126
New York,438952657,40,19583,0.20425879589439822,0.041721655700229426,12.437199488203632,34,1.5064086197211868,4.779655823928918,8.400142981157126
New York,408979935,39,19583,0.19915232599703825,0.0396616489500306,12.437199488203632,35,1.5064086197211868,4.779655823928918,8.400142981157126
New York,51589519,37,19583,0.18893938620231834,0.035698091658508804,12.437199488203632,36,1.5064086197211868,4.779655823928918,8.400142981157126
New York,278925199,34,19583,0.17361997651023847,0.03014389624341576,12.437199488203632,37,1.5064086197211868,4.779655823928918,8.400142981157126
New York,26377263,34,19583,0.17361997651023847,0.03014389624341576,12.437199488203632,38,1.5064086197211868,4.779655823928918,8.400142981157126
New York,442029804,33,19583,0.1685135066128785,0.028396801910968647,12.437199488203632,39,1.5064086197211868,4.779655823928918,8.400142981157126
New York,13347167,33,19583,0.1685135066128785,0.028396801910968647,12.437199488203632,40,1.5064086197211868,4.779655823928918,8.400142981157126
New York,1724684999344378795,33,19583,0.1685135066128785,0.028396801910968647,12.437199488203632,41,1.5064086197211868,4.779655823928918,8.400142981157126
New York,399865453,32,19583,0.16340703671551857,0.026701859648146833,12.437199488203632,42,1.5064086197211868,4.779655823928918,8.400142981157126
New York,125644981,29,19583,0.1480876270234387,0.02192994527743309,12.437199488203632,43,1.5064086197211868,4.779655823928918,8.400142981157126
New York,514336590,29,19583,0.1480876270234387,0.02192994527743309,12.437199488203632,44,1.5064086197211868,4.779655823928918,8.400142981157126
New York,496944100,28,19583,0.14298115712607873,0.020443611293112413,12.437199488203632,45,1.5064086197211868,4.779655823928918,8.400142981157126
New York,386345949,28,19583,0.14298115712607873,0.020443611293112413,12.437199488203632,46,1.5064086197211868,4.779655823928918,8.400142981157126
New York,417504,28,19583,0.14298115712607873,0.020443611293112413,12.437199488203632,47,1.5064086197211868,4.779655823928918,8.400142981157126
New York,176950173,26,19583,0.13276821733135882,0.01762739953334693,12.437199488203632,48,1.5064086197211868,4.779655823928918,8.400142981157126
New York,483056418,26,19583,0.13276821733135882,0.01762739953334693,12.437199488203632,49,1.5064086197211868,4.779655823928918,8.400142981157126
New York,291033670,26,19583,0.13276821733135882,0.01762739953334693,12.437199488203632,50,1.5064086197211868,4.779655823928918,8.400142981157126
Paris,460047164,360,47196,0.7627765064836003,0.5818279988433259,3.5759705496193845,1,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,335998296,219,47196,0.4640223747775235,0.21531676429417249,3.5759705496193845,2,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,598558461,218,47196,0.4619035511484024,0.21335489056350482,3.5759705496193845,3,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,436103373,180,47196,0.38138825324180015,0.14545699971083148,3.5759705496193845,4,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,489964484,173,47196,0.36655648783795236,0.1343636587760949,3.5759705496193845,5,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,599049851,163,47196,0.3453682515467412,0.11927922917645312,3.5759705496193845,6,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,1602690,137,47196,0.29027883718959235,0.08426180332014187,3.5759705496193845,7,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,563248085,134,47196,0.283922366302229,0.08061191008665711,3.5759705496193845,8,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,1112584,131,47196,0.27756589541486565,0.07704282629745614,3.5759705496193845,9,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,51567288,122,47196,0.25849648275277565,0.06682043159555603,3.5759705496193845,10,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,28313443,118,47196,0.2500211882362912,0.06251059456708696,3.5759705496193845,11,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,564251645,117,47196,0.2479023646071701,0.06145558237782631,3.5759705496193845,12,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,593333778,116,47196,0.245783540978049,0.06040954901570829,3.5759705496193845,13,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,652374043,115,47196,0.24366471734892786,0.05937249448073291,3.5759705496193845,14,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,539532664,105,47196,0.22247648105771675,0.0494957846238246,3.5759705496193845,15,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,156775524,105,47196,0.22247648105771675,0.0494957846238246,3.5759705496193845,16,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,656613870,103,47196,0.21823883379947454,0.04762818857815467,3.5759705496193845,17,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,24495283,102,47196,0.21612001017035343,0.04670785879603367,3.5759705496193845,18,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,51698515,99,47196,0.20976353928299007,0.04400074241252652,3.5759705496193845,19,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,99040006,93,47196,0.19705059750826343,0.038828937978363634,3.5759705496193845,20,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,7642792,83,47196,0.1758623612170523,0.030927570092836976,3.5759705496193845,21,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,350724997,81,47196,0.17162471395881007,0.029455042441443376,3.5759705496193845,22,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,152242,80,47196,0.16950589032968896,0.02873224685646054,3.5759705496193845,23,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,593051579,77,47196,0.1631494194423256,0.026617733064367894,3.5759705496193845,26,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,660808794,77,47196,0.1631494194423256,0.026617733064367894,3.5759705496193845,25,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,489811683,77,47196,0.1631494194423256,0.026617733064367894,3.5759705496193845,24,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,147018685,72,47196,0.15255530129672007,0.02327311995373304,3.5759705496193845,27,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,95389398,72,47196,0.15255530129672007,0.02327311995373304,3.5759705496193845,28,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,21630783,67,47196,0.1419611831511145,0.020152977521664277,3.5759705496193845,29,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,123745971,66,47196,0.1398423595219934,0.019555885516678456,3.5759705496193845,30,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,13013633,63,47196,0.13348588863463004,0.017818482464576853,3.5759705496193845,31,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,507301255,62,47196,0.13136706500550893,0.017257305768161608,3.5759705496193845,32,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,503536814,59,47196,0.1250105941181456,0.01562764864177174,3.5759705496193845,33,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,445309317,54,47196,0.11441647597254005,0.013091129973974835,3.5759705496193845,34,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,300765938,54,47196,0.11441647597254005,0.013091129973974835,3.5759705496193845,35,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,519533271,52,47196,0.11017882871429782,0.012139374296854579,3.5759705496193845,36,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,50502817,52,47196,0.11017882871429782,0.012139374296854579,3.5759705496193845,37,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,503331047,52,47196,0.11017882871429782,0.012139374296854579,3.5759705496193845,38,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,549580970,51,47196,0.10806000508517671,0.011676964699008417,3.5759705496193845,39,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,503647888,48,47196,0.10170353419781338,0.010343608868325794,3.5759705496193845,40,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,27967165,46,47196,0.09746588693957114,0.009499599116917265,3.5759705496193845,41,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,125797498,46,47196,0.09746588693957114,0.009499599116917265,3.5759705496193845,42,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,651089409,46,47196,0.09746588693957114,0.009499599116917265,3.5759705496193845,43,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,519775293,46,47196,0.09746588693957114,0.009499599116917265,3.5759705496193845,44,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,524034159,45,47196,0.09534706331045004,0.009091062481926968,3.5759705496193845,45,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,464015699,44,47196,0.09322823968132893,0.008691504674079314,3.5759705496193845,46,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,26810171,44,47196,0.09322823968132893,0.008691504674079314,3.5759705496193845,47,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,566503331,44,47196,0.09322823968132893,0.008691504674079314,3.5759705496193845,48,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,3421007,44,47196,0.09322823968132893,0.008691504674079314,3.5759705496193845,49,0.7627765064836003,2.0700906856513264,3.8922790066954827
Paris,222375907,43,47196,0.09110941605220782,0.008300925693374305,3.5759705496193845,50,0.7627765064836003,2.0700906856513264,3.8922790066954827
Tokyo,42244167,298,31913,0.9337887381317959,0.8719614074617716,9.469869684531066,1,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,531706132,287,31913,0.8993200263215617,0.8087765097430144,9.469869684531066,2,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,576585843,202,31913,0.6329708896061166,0.4006521470887586,9.469869684531066,3,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,229627088,154,31913,0.48256196534327706,0.2328660503959661,9.469869684531066,4,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,94302731,152,31913,0.4762949268323254,0.2268568573262102,9.469869684531066,5,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,557366491,140,31913,0.43869269576661546,0.19245128131898023,9.469869684531066,6,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,255274063,132,31913,0.4136245417228089,0.17108526151540365,9.469869684531066,7,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,533195832,128,31913,0.4010904647009056,0.16087356087398838,9.469869684531066,8,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,321365764,124,31913,0.3885563876790023,0.15097606640615513,9.469869684531066,9,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,129096261,122,31913,0.38228934916805063,0.14614514648733173,9.469869684531066,10,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,248210850,118,31913,0.36975527214614734,0.1367189612798715,9.469869684531066,11,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,379447928,116,31913,0.36348823363519567,0.13212369599123458,9.469869684531066,12,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,517818337,115,31913,0.3603547143797199,0.1298555201756895,9.469869684531066,13,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,159375498,114,31913,0.35722119512424405,0.12760698224599323,9.469869684531066,14,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,518309718,105,31913,0.32901952182496164,0.10825384574192641,9.469869684531066,15,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,691741156,90,31913,0.28201673299282426,0.07953343768794593,9.469869684531066,16,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,700844722,87,31913,0.27261617522639675,0.07431957899506945,9.469869684531066,17,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,564229391,87,31913,0.27261617522639675,0.07431957899506945,9.469869684531066,18,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,573943128,86,31913,0.2694826559709209,0.07262090186914172,9.469869684531066,19,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,342971176,85,31913,0.26634913671544513,0.07094186262906288,9.469869684531066,20,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,664379712,85,31913,0.26634913671544513,0.07094186262906288,9.469869684531066,21,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,551058819,83,31913,0.26008209820449346,0.06764269780645178,9.469869684531066,22,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,197405131,82,31913,0.2569485789490176,0.06602257222391954,9.469869684531066,23,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,560594175,78,31913,0.24441450192711434,0.05973844875227938,9.469869684531066,24,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,548495701,76,31913,0.2381474634161627,0.05671421433155255,9.469869684531066,25,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,721458075,75,31913,0.23501394416068686,0.05523155394996244,9.469869684531066,26,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,713405988,71,31913,0.22247986713878357,0.04949729128209079,9.469869684531066,27,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,228133407,71,31913,0.22247986713878357,0.04949729128209079,9.469869684531066,28,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,243797363,71,31913,0.22247986713878357,0.04949729128209079,9.469869684531066,29,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,356490069,70,31913,0.21934634788330773,0.04811282032974506,9.469869684531066,30,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,106357494,65,31913,0.20367875160592863,0.04148503385574957,9.469869684531066,31,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,675794801,65,31913,0.20367875160592863,0.04148503385574957,9.469869684531066,32,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,214640453,65,31913,0.20367875160592863,0.04148503385574957,9.469869684531066,33,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,4981880,62,31913,0.19427819383950115,0.03774401660153878,9.469869684531066,34,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,507235651,62,31913,0.19427819383950115,0.03774401660153878,9.469869684531066,35,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,510879891,61,31913,0.19114467458402531,0.036536286621832934,9.469869684531066,36,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,589712713,60,31913,0.1880111553285495,0.03534819452797597,9.469869684531066,37,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,554539599,60,31913,0.1880111553285495,0.03534819452797597,9.469869684531066,38,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,234477095,60,31913,0.1880111553285495,0.03534819452797597,9.469869684531066,39,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,115432704,59,31913,0.18487763607307367,0.03417974031996787,9.469869684531066,40,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,528930379,59,31913,0.18487763607307367,0.03417974031996787,9.469869684531066,41,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,536887694,58,31913,0.18174411681759783,0.033030923997808645,9.469869684531066,42,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,505282433,58,31913,0.18174411681759783,0.033030923997808645,9.469869684531066,43,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,311979642,58,31913,0.18174411681759783,0.033030923997808645,9.469869684531066,44,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,313265637,58,31913,0.18174411681759783,0.033030923997808645,9.469869684531066,45,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,220011603,58,31913,0.18174411681759783,0.033030923997808645,9.469869684531066,46,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,476371170,57,31913,0.17861059756212203,0.03190174556149831,9.469869684531066,47,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,110379659,57,31913,0.17861059756212203,0.03190174556149831,9.469869684531066,48,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,468805135,56,31913,0.1754770783066462,0.030792205011036838,9.469869684531066,49,0.9337887381317959,2.948641619402751,5.44918998527246
Tokyo,189502014,55,31913,0.17234355905117038,0.029702302346424254,9.469869684531066,50,0.9337887381317959,2.948641619402751,5.44918998527246
